ATMID,Week,DayOfWeek,TimeOfDay,TransactionVolume,WeatherCondition,IsPublicHoliday,InPeakHours,AverageQueueLength,WaitTime
2,7,5,3,74,2,0,0,2.901729257847405,2.0
3,7,1,1,177,4,0,1,9.112436001385547,6.0
3,7,1,4,289,1,0,0,8.100033076754974,6.0
3,7,3,2,172,1,0,1,1.0375637333937984,6.0
3,7,3,3,56,2,0,0,6.506680459557579,2.0
3,7,4,1,251,1,0,1,2.2039644791159994,6.0
3,7,6,1,198,4,0,1,2.42501002428576,7.0
3,7,7,2,204,1,0,1,0.5860145350135243,6.0
3,7,7,3,99,2,0,0,7.283500872092204,2.0
3,7,7,4,112,3,0,0,3.8817248086397464,2.0
1,8,2,1,162,3,0,1,8.719336800279205,8.0
1,8,2,2,134,3,0,1,4.407724931741867,7.0
1,8,2,3,213,4,0,0,5.582742293689862,6.0
1,8,3,2,255,3,0,1,0.6091784963320954,8.0
1,8,3,3,182,1,0,0,7.971962632713047,6.0
1,8,4,2,202,4,0,1,8.367109875560256,7.0
1,8,5,1,125,1,0,1,8.658260653819985,6.0
1,8,5,2,288,1,0,1,6.899631466011623,8.0
1,8,5,4,143,2,0,0,2.032946610026145,2.0
1,8,6,2,296,3,0,1,2.815430083981247,6.0
1,8,7,1,295,1,0,1,5.966389179218409,9.0
1,8,7,2,113,1,0,1,9.364708726878929,7.0
1,8,7,4,290,1,0,0,6.307697721058146,7.0
2,8,1,1,166,1,0,1,2.608054377451542,7.0
2,8,1,2,169,1,0,1,7.650063793682442,7.0
2,8,2,2,85,4,0,1,8.555314895751811,6.0
2,8,3,1,109,4,0,1,7.366008646268644,6.0
2,8,3,3,297,1,0,0,5.709982048438845,7.0
2,8,4,1,260,1,0,1,6.394500957993721,6.0
2,8,4,2,183,4,0,1,7.6247890852946725,8.0
2,8,4,4,110,2,0,0,7.30577256360194,2.0
2,8,5,1,179,3,0,1,4.536083007246826,7.0
2,8,5,2,267,1,0,1,7.113483378810289,9.0
2,8,5,4,110,2,0,0,3.58286210166575,2.0
2,8,6,1,184,4,0,1,3.0140327557908946,7.0
2,8,6,3,185,4,0,0,0.7959163815372151,2.0
2,8,7,1,159,4,0,1,8.937122794873341,7.0
2,8,7,3,189,4,0,0,3.603072869546154,6.0
3,8,1,1,252,4,0,1,3.924054857844118,7.0
3,8,1,2,294,4,0,1,2.7041727129337016,7.0
3,8,1,4,246,4,0,0,8.712115845249459,7.0
3,8,2,2,136,3,0,1,9.317729932082539,7.0
3,8,2,3,182,3,0,0,9.958495540239392,6.0
3,8,3,1,231,3,0,1,4.044664875012645,6.0
3,8,4,1,108,3,0,1,7.146575911410157,7.0
3,8,5,1,223,4,0,1,6.760931396256208,8.0
3,8,5,2,204,4,0,1,7.505547814821434,8.0
1,9,1,2,283,3,0,1,8.312621506260866,7.0
1,9,1,4,256,3,0,0,5.611215700957078,8.0
1,9,2,1,267,4,0,1,2.354081913577179,8.0
1,9,2,4,290,1,0,0,2.167170460122895,6.0
1,9,4,3,293,4,0,0,7.6275247574190015,6.0
1,9,5,1,108,4,0,1,2.762393209824115,6.0
1,9,5,2,238,1,0,1,1.9676759380467952,6.0
1,9,7,4,198,1,0,0,9.634177083454066,7.0
2,9,1,2,293,3,0,1,7.521136271424039,7.0
2,9,2,1,240,1,0,1,9.856034567687393,8.0
2,9,3,1,235,3,0,1,9.44456264770219,8.0
2,9,3,2,75,4,0,1,7.312645400485838,6.0
2,9,3,4,171,3,0,0,6.236071423326413,6.0
2,9,4,1,274,1,0,1,1.610773587491219,9.0
2,9,5,1,290,4,0,1,1.2859733764248722,7.0
2,9,5,3,289,3,0,0,7.943250768029938,7.0
2,9,6,1,231,1,0,1,4.523705201923015,6.0
2,9,6,4,258,3,0,0,1.226178679874753,6.0
3,9,3,1,297,3,0,1,4.913825103685223,6.0
3,9,4,1,278,1,0,1,9.065038550227142,9.0
3,9,5,2,96,1,0,1,5.220507425750465,6.0
3,9,5,4,90,2,0,0,0.9977173081511816,2.0
3,9,6,1,198,1,0,1,9.508389609005754,6.0
3,9,6,3,294,3,0,0,7.445994772321713,8.0
1,10,1,1,173,4,0,1,7.711325859278565,7.0
1,10,4,1,274,1,0,1,5.176206994232879,7.0
1,10,5,1,174,4,0,1,4.908633549342794,6.0
1,10,6,1,109,3,0,1,7.885826938232663,6.0
1,10,7,1,238,4,0,1,9.05250905641967,9.0
1,10,7,3,292,4,0,0,6.137883135694876,6.0
2,10,5,1,169,3,0,1,1.2090650952545736,7.0
2,10,6,1,291,3,0,1,6.053159575964853,8.0
3,10,2,2,249,4,0,1,8.116000785317397,7.0
3,10,3,1,280,4,0,1,4.119042527723012,7.0
3,10,5,3,244,1,0,0,8.841318372022341,7.0
3,10,7,3,73,4,0,0,3.4959555610281163,2.0
1,11,1,1,254,3,0,1,3.1657077257602015,8.0
1,11,1,4,269,3,0,0,4.490104540808797,7.0
1,11,3,2,256,3,0,1,2.0338494236102806,7.0
1,11,4,3,55,2,0,0,0.7274895200695932,2.0
2,11,3,2,175,3,0,1,3.4646084241941963,7.0
2,11,3,4,263,4,0,0,8.655811318239767,7.0
2,11,4,4,258,3,0,0,4.878534212962528,7.0
2,11,5,1,148,2,0,1,8.469111688088654,7.0
3,11,1,3,111,2,0,0,2.710919314697742,2.0
3,11,2,2,195,4,0,1,9.875511481188827,7.0
3,11,4,4,269,4,0,0,7.80970450450479,8.0
3,11,5,2,255,4,0,1,5.673275584219417,7.0
3,11,5,4,107,2,0,0,1.3307417670989117,2.0
3,11,6,2,268,4,0,1,9.503907130707683,8.0
3,11,7,3,109,2,0,0,1.7565527934355762,2.0
3,11,7,4,257,4,0,0,7.112758684886872,7.0
1,12,2,3,91,2,0,0,2.079178939490758,2.0
1,12,4,1,149,4,0,1,9.439427064457153,7.0
1,12,5,1,244,3,0,1,9.689076308517828,10.0
1,12,5,3,70,2,0,0,2.4568103408311357,2.0
1,12,6,1,232,3,0,1,7.446880598800063,9.0
2,12,1,1,244,1,0,1,3.376363718583688,7.0
2,12,1,2,147,1,0,1,4.107505345805663,7.0
2,12,1,3,61,2,0,0,7.741014553984682,2.0
2,12,3,4,72,3,0,0,0.8463799828433753,2.0
2,12,4,1,248,4,0,1,4.660048927857667,7.0
3,12,1,1,275,1,0,1,9.386247651844087,10.0
3,12,2,4,129,2,0,0,1.0553508787503316,2.0
3,12,4,1,160,1,0,1,7.314946153845486,7.0
3,12,4,4,102,2,0,0,1.0909483694940643,2.0
3,12,6,1,185,1,0,1,1.6841505754317267,7.0
