location,name,amount_of_cash_left,max_cash_capacity,avg_daily_withdrawal,transaction_count,last_week_withdrawal,emergency_refill_count,days_since_last_refill,balance_next_day
Train Station,ATM-116,9920.496926961392,50000,612.0445468246202,0,4061.6035735121095,2,61,9351.038545662634
Train Station,ATM-116,9351.038545662634,50000,602.1981122715972,0,4016.5080556224693,2,62,8903.094680129316
Train Station,ATM-116,8903.094680129316,50000,521.1082039662865,0,3912.3168250174476,2,63,8338.060071105403
Train Station,ATM-116,8338.060071105403,50000,507.5543867404564,0,3793.143890760342,2,64,7764.087631090963
Train Station,ATM-116,7764.087631090963,50000,501.75768166926014,0,3774.059144289063,2,65,7202.18040770017
Train Station,ATM-116,7202.18040770017,50000,579.1072700461307,0,3810.9856223747483,2,66,6702.155537134815
Train Station,ATM-116,6702.155537134815,50000,496.990019474519,0,3856.836925066025,2,67,6139.358714532174
Train Station,ATM-116,6139.358714532174,50000,576.0042961294607,0,3781.138212429216,2,68,5500.3189784203605
Train Station,ATM-116,5500.3189784203605,50000,560.4035398259565,0,3850.7195672422713,2,69,4975.237518084812
Train Station,ATM-116,4975.237518084812,50000,604.9976733048838,0,3927.857162044502,2,70,4513.371496955012
Train Station,ATM-116,4513.371496955012,50000,526.4567929680281,0,3824.68857415039,2,71,3891.189444115759
Train Station,ATM-116,3891.189444115759,50000,550.2763998636385,0,3872.8981869752033,2,72,3192.5772596543075
Train Station,ATM-116,3192.5772596543075,50000,595.03211008588,0,4009.6031480458605,2,73,2569.0024868495093
Train Station,ATM-116,2569.0024868495093,50000,602.9575611437592,0,4133.153050285305,2,74,2031.7016360117864
Train Station,ATM-116,2031.7016360117864,50000,613.9615726733324,0,4107.657078520388,2,75,1373.9852695755926
Train Station,ATM-116,1373.9852695755926,50000,562.1917529348364,0,4126.333708844767,2,76,722.9003860679712
Train Station,ATM-116,722.9003860679712,50000,644.2097967989463,0,4252.337132016841,2,77,37.77031832559089
Train Station,ATM-116,37.77031832559089,50000,622.2642713183295,0,4475.601178629421,2,78,50000.0
Train Station,ATM-116,50000.0,50000,653.1592529791486,0,4394.288395801485,2,0,49440.82084137813
Train Station,ATM-116,49440.82084137813,50000,645.8032524971012,0,4254.855369961902,2,1,48774.53909150961
Train Station,ATM-116,48774.53909150961,50000,596.4412212159025,0,4297.5623470256305,2,2,48281.339184769735
Train Station,ATM-116,48281.339184769735,50000,601.7227918836904,0,4253.461402927777,2,3,47662.55294064049
Train Station,ATM-116,47662.55294064049,50000,599.0772193951816,0,4214.531280620833,2,4,46919.357575760856
Train Station,ATM-116,46919.357575760856,50000,641.7430603128738,0,4306.641761992848,2,5,46466.97654725236
Train Station,ATM-116,46466.97654725236,50000,563.1238163812368,0,4073.892722758963,2,6,45970.01519050531
Train Station,ATM-116,45970.01519050531,50000,529.070683989845,0,4029.9848094946888,2,7,45405.45821511859
Train Station,ATM-116,45405.45821511859,50000,581.3080096058012,0,4035.3626262595467,2,8,44940.92712284245
Train Station,ATM-116,44940.92712284245,50000,568.0621784136426,0,3833.6119686671655,2,9,44389.27803926765
Train Station,ATM-116,44389.27803926765,50000,495.40171405600705,0,3892.0611455020894,2,10,43728.80818773929
Train Station,ATM-116,43728.80818773929,50000,582.1443683065269,0,3933.7447529012006,2,11,43192.28463611655
Train Station,ATM-116,43192.28463611655,50000,569.9630174751071,0,3727.072939644306,2,12,42613.886673985464
Train Station,ATM-116,42613.886673985464,50000,508.8328271960195,0,3853.0898732668957,2,13,41976.705131291645
Train Station,ATM-116,41976.705131291645,50000,539.0859151116799,0,3993.310059213672,2,14,41250.55734892465
Train Station,ATM-116,41250.55734892465,50000,619.4844050768442,0,4154.900866193941,2,15,40746.684286443575
Train Station,ATM-116,40746.684286443575,50000,623.4641347330412,0,4194.242836398871,2,16,40103.43065438866
Train Station,ATM-116,40103.43065438866,50000,577.5945030936958,0,4285.847384878992,2,17,39433.43963684436
Train Station,ATM-116,39433.43963684436,50000,623.315460901592,0,4295.368550894933,2,18,38802.96683362625
Train Station,ATM-116,38802.96683362625,50000,637.6146843449715,0,4389.317802490309,2,19,38093.144258507986
Train Station,ATM-116,38093.144258507986,50000,653.8026280470515,0,4520.742415477485,2,20,37392.15550643789
Train Station,ATM-116,37392.15550643789,50000,679.6476094740445,0,4584.549624853764,2,21,36685.99262817369
Train Station,ATM-116,36685.99262817369,50000,667.5221300010426,0,4564.5647207509655,2,22,36136.43248193332
Train Station,ATM-116,36136.43248193332,50000,593.1949880526497,0,4610.251804510264,2,23,35476.31150758031
Train Station,ATM-116,35476.31150758031,50000,633.8840525911621,0,4627.119146808362,2,24,34761.95433062936
Train Station,ATM-116,34761.95433062936,50000,606.2781662297925,0,4671.485306215001,2,25,33989.93803665314
Train Station,ATM-116,33989.93803665314,50000,708.1891809597494,0,4813.028796973103,2,26,33196.8366601459
Train Station,ATM-116,33196.8366601459,50000,714.4343791017169,0,4896.307598362086,2,27,32530.947762989337
Train Station,ATM-116,32530.947762989337,50000,640.5104640492825,0,4861.207743448547,2,28,31778.37837511031
Train Station,ATM-116,31778.37837511031,50000,653.2160688298321,0,4907.614253063379,2,29,31249.686579229605
Train Station,ATM-116,31249.686579229605,50000,634.8875272949857,0,4886.745902703711,2,30,30600.933130812165
Train Station,ATM-116,30600.933130812165,50000,727.1412902991044,0,4875.378376768138,2,31,29977.34033442204
Train Station,ATM-116,29977.34033442204,50000,741.0652251221005,0,4784.613996207321,2,32,29232.78322608311
Train Station,ATM-116,29232.78322608311,50000,637.3124797147003,0,4757.154810570032,2,33,28467.662793285817
Train Station,ATM-116,28467.662793285817,50000,733.9352453007253,0,4729.173866860082,2,34,27872.480862936893
Train Station,ATM-116,27872.480862936893,50000,681.1006591500451,0,4658.466900052448,2,35,27171.657971067623
Train Station,ATM-116,27171.657971067623,50000,605.5196091138165,0,4606.720404042691,2,36,26609.50775519638
Train Station,ATM-116,26609.50775519638,50000,615.4463349280929,0,4640.178824033226,2,37,25903.66763806579
Train Station,ATM-116,25903.66763806579,50000,645.8935781027169,0,4697.265492746383,2,38,25287.356209170583
Train Station,ATM-116,25287.356209170583,50000,730.2465856336609,0,4689.984125251462,2,39,24600.682435199582
Train Station,ATM-116,24600.682435199582,50000,650.2855930166564,0,4632.10079088353,2,40,23824.441811375753
Train Station,ATM-116,23824.441811375753,50000,692.9957892772295,0,4643.220981910066,2,41,23164.502989377226
Train Station,ATM-116,23164.502989377226,50000,612.7465078498342,0,4707.977873559668,2,42,22509.41190846696
Train Station,ATM-116,22509.41190846696,50000,664.1369449437296,0,4662.246062600665,2,43,21926.32593899187
Train Station,ATM-116,21926.32593899187,50000,609.171783493692,0,4683.181816204511,2,44,21217.901066997198
Train Station,ATM-116,21217.901066997198,50000,672.4589045801918,0,4685.76657106859,2,45,20693.752518900317
Train Station,ATM-116,20693.752518900317,50000,644.2156575709396,0,4593.603690270267,2,46,20036.62249071575
Train Station,ATM-116,20036.62249071575,50000,622.9993894735077,0,4564.059944483835,2,47,19390.42562561801
Train Station,ATM-116,19390.42562561801,50000,690.9623392205377,0,4434.016185757742,2,48,18739.656361436122
Train Station,ATM-116,18739.656361436122,50000,586.0390173228934,0,4424.846627941101,2,49,18170.75094048676
Train Station,ATM-116,18170.75094048676,50000,588.7025421330728,0,4338.660967980194,2,50,17634.912036766975
Train Station,ATM-116,17634.912036766975,50000,645.2693051133283,0,4291.413902224891,2,51,16967.619414979796
Train Station,ATM-116,16967.619414979796,50000,569.1246976262744,0,4250.281652017397,2,52,16462.474380153923
Train Station,ATM-116,16462.474380153923,50000,593.4167619655445,0,4231.278138746388,2,53,15874.561526233912
Train Station,ATM-116,15874.561526233912,50000,587.1596323728569,0,4162.060964481831,2,54,15139.66541953656
Train Station,ATM-116,15139.66541953656,50000,652.5967073403995,0,4250.760206081445,2,55,14576.518198334328
Train Station,ATM-116,14576.518198334328,50000,667.3239965844585,0,4163.138163101793,2,56,13876.111579124814
Train Station,ATM-116,13876.111579124814,50000,592.0379216940851,0,4294.639361361946,2,57,13230.864650763873
Train Station,ATM-116,13230.864650763873,50000,559.561457600321,0,4404.047386003102,2,58,12439.167764271295
Train Station,ATM-116,12439.167764271295,50000,679.9182425161758,0,4528.451650708501,2,59,11858.964730967995
Train Station,ATM-116,11858.964730967995,50000,633.170023206727,0,4603.509649185926,2,60,11183.969804152144
Train Station,ATM-116,11183.969804152144,50000,665.137738970822,0,4690.591722081766,2,61,10490.281946776357
Train Station,ATM-116,10490.281946776357,50000,623.3134072912711,0,4649.3834727602025,2,62,9687.341171247166
Train Station,ATM-116,9687.341171247166,50000,669.1764174825685,0,4889.17702708716,2,63,8948.499425166285
Train Station,ATM-116,8948.499425166285,50000,733.4326541516419,0,4927.612153958528,2,64,8281.843088048025
Train Station,ATM-116,8281.843088048025,50000,720.6872825213424,0,4949.021562715848,2,65,7621.354692775881
Train Station,ATM-116,7621.354692775881,50000,701.6095528710764,0,4817.813071495413,2,66,6881.633916426597
Train Station,ATM-116,6881.633916426597,50000,635.1841664649857,0,4977.330814541397,2,67,6149.576849698791
Train Station,ATM-116,6149.576849698791,50000,692.0225015669686,0,5034.392954453351,2,68,5366.304045945632
Train Station,ATM-116,5366.304045945632,50000,654.1644950276713,0,5123.977900830723,2,69,4702.913821979907
Train Station,ATM-116,4702.913821979907,50000,778.1174409702033,0,4984.427349267258,2,70,3913.2246083442915
Train Station,ATM-116,3913.2246083442915,50000,778.2760789190511,0,5035.274816821993,2,71,3187.021155217636
Train Station,ATM-116,3187.021155217636,50000,744.780909545384,0,5094.8219328303885,2,72,2388.072722218115
Train Station,ATM-116,2388.072722218115,50000,759.9576107010132,0,5233.281970557767,2,73,1424.9161124061125
Train Station,ATM-116,1424.9161124061125,50000,820.5155839702004,0,5456.717804020485,2,74,818.2824685601288
Train Station,ATM-116,818.2824685601288,50000,735.061692660621,0,5331.294381138662,2,75,162.94074677422304
Train Station,ATM-116,162.94074677422304,50000,771.2001233720533,0,5203.363299171409,2,76,50000.0
Train Station,ATM-116,50000.0,50000,796.0745697000458,0,5220.9093459231735,2,0,49297.861654408334
Train Station,ATM-116,49297.861654408334,50000,734.9967952349052,0,5133.358477879222,2,1,48636.20469577074
Train Station,ATM-116,48636.20469577074,50000,790.1387343439337,0,5068.811983390161,2,2,47819.10683504117
Train Station,ATM-116,47819.10683504117,50000,774.3067791829483,0,5086.961411120206,2,3,47032.54155771395
Train Station,ATM-116,47032.54155771395,50000,794.4885648973473,0,4910.3700786354275,2,4,46424.253929453494
Train Station,ATM-116,46424.253929453494,50000,695.786758907608,0,4912.0240630498965,2,5,45846.71515563109
Train Station,ATM-116,45846.71515563109,50000,710.566039455437,0,4834.221115086392,2,6,45199.72828795709
Train Station,ATM-116,45199.72828795709,50000,642.5655786520201,0,4800.271712042901,2,7,44460.664781550564
Train Station,ATM-116,44460.664781550564,50000,748.2841028563172,0,4837.196872857766,2,8,43793.840521225975
Train Station,ATM-116,43793.840521225975,50000,707.123013744802,0,4842.364174544763,2,9,43074.39697831518
Train Station,ATM-116,43074.39697831518,50000,713.4499534522379,0,4744.709856725993,2,10,42404.64219922714
Train Station,ATM-116,42404.64219922714,50000,686.0368922839841,0,4627.899358486808,2,11,41641.58821093387
Train Station,ATM-116,41641.58821093387,50000,644.5650848627465,0,4782.665718519623,2,12,40851.44910884413
Train Station,ATM-116,40851.44910884413,50000,727.7329851212642,0,4995.266046786966,2,13,40140.39808975265
Train Station,ATM-116,40140.39808975265,50000,664.7314712959915,0,5059.330198204449,2,14,39310.15687809258
Train Station,ATM-116,39310.15687809258,50000,716.6544378100562,0,5150.5079034579885,2,15,38491.32818309229
Train Station,ATM-116,38491.32818309229,50000,729.5897521894145,0,5302.512338133685,2,16,37756.85119924084
Train Station,ATM-116,37756.85119924084,50000,723.375521169288,0,5317.545779074343,2,17,36971.40361195362
Train Station,ATM-116,36971.40361195362,50000,822.9081059762668,0,5433.238587273529,2,18,36244.09773629239
Train Station,ATM-116,36244.09773629239,50000,759.0155449482228,0,5397.49047464149,2,19,35491.94370097684
Train Station,ATM-116,35491.94370097684,50000,702.6398597014934,0,5359.5054078672965,2,20,34797.694011222804
Train Station,ATM-116,34797.694011222804,50000,818.3956207809397,0,5342.704078529852,2,21,34040.69334631745
Train Station,ATM-116,34040.69334631745,50000,785.3602020151844,0,5269.46353177514,2,22,33445.48285497953
Train Station,ATM-116,33445.48285497953,50000,682.4857785843029,0,5045.845328112778,2,23,32709.268343731943
Train Station,ATM-116,32709.268343731943,50000,695.6344553319045,0,5047.582855508907,2,24,32049.57035169711
Train Station,ATM-116,32049.57035169711,50000,748.403514675393,0,4921.833260256516,2,25,31228.49213077901
Train Station,ATM-116,31228.49213077901,50000,747.5714544930689,0,5015.605605513388,2,26,30623.14477190531
Train Station,ATM-116,30623.14477190531,50000,645.7513411527756,0,4868.798929071536,2,27,29883.59128831796
Train Station,ATM-116,29883.59128831796,50000,678.5333348947042,0,4914.102722904852,2,28,29066.329617511365
Train Station,ATM-116,29066.329617511365,50000,695.7949980197094,0,4974.36372880609,2,29,28156.60012683027
Train Station,ATM-116,28156.60012683027,50000,776.744756592339,0,5288.882728149259,2,30,27461.65881808048
Train Station,ATM-116,27461.65881808048,50000,787.7725395790643,0,5247.6095256514645,2,31,26750.770160966742
Train Station,ATM-116,26750.770160966742,50000,688.5396439461775,0,5298.800190730372,2,32,26075.2231115107
Train Station,ATM-116,26075.2231115107,50000,690.041499250303,0,5153.269019268312,2,33,25151.520720032335
Train Station,ATM-116,25151.520720032335,50000,808.372852790796,0,5471.6240518729755,2,34,24183.147986471864
Train Station,ATM-116,24183.147986471864,50000,842.8182771970963,0,5700.443301846096,2,35,23416.89016549831
Train Station,ATM-116,23416.89016549831,50000,824.7183553285074,0,5649.439452013056,2,36,22721.56244793642
Train Station,ATM-116,22721.56244793642,50000,799.9380881905772,0,5435.037678893853,2,37,21863.547979514802
Train Station,ATM-116,21863.547979514802,50000,737.9623902619792,0,5598.11083856568,2,38,21018.728557186143
Train Station,ATM-116,21018.728557186143,50000,757.1401465748946,0,5732.041603780602,2,39,20296.84865117592
Train Station,ATM-116,20296.84865117592,50000,786.1360793005925,0,5778.374460334783,2,40,19414.46325654149
Train Station,ATM-116,19414.46325654149,50000,886.5402618709536,0,5737.057463490846,2,41,18626.174671329674
Train Station,ATM-116,18626.174671329674,50000,892.4094162196353,0,5556.973315142193,2,42,17987.04235592054
Train Station,ATM-116,17987.04235592054,50000,777.6145436277577,0,5429.847809577772,2,43,17156.88453133201
Train Station,ATM-116,17156.88453133201,50000,703.7528075135474,0,5564.677916604412,2,44,16460.120721572403
Train Station,ATM-116,16460.120721572403,50000,820.6539864009401,0,5403.4272579424005,2,45,15810.507237586942
Train Station,ATM-116,15810.507237586942,50000,703.5330501293832,0,5208.2213195992,2,46,14905.975615819827
Train Station,ATM-116,14905.975615819827,50000,817.6512707157198,0,5390.87303535609,2,47,14334.405800261866
Train Station,ATM-116,14334.405800261866,50000,708.7094252167602,0,5080.0574562796255,2,48,13788.516470624605
Train Station,ATM-116,13788.516470624605,50000,676.5149707852488,0,4837.658200705069,2,49,13002.904364398244
Train Station,ATM-116,13002.904364398244,50000,725.3842493870258,0,4984.137991522294,2,50,12401.985178987965
Train Station,ATM-116,12401.985178987965,50000,707.9113358548353,0,4754.899352344042,2,51,11720.71611615194
Train Station,ATM-116,11720.71611615194,50000,652.1642566549237,0,4739.404605420462,2,52,11046.427835951406
Train Station,ATM-116,11046.427835951406,50000,616.5852990597539,0,4764.079401635535,2,53,10241.55178357406
Train Station,ATM-116,10241.55178357406,50000,706.8284748608545,0,4664.423832245768,2,54,9428.194353622828
Train Station,ATM-116,9428.194353622828,50000,698.595579347514,0,4906.211446639036,2,55,8596.22161445235
Train Station,ATM-116,8596.22161445235,50000,738.4234411390222,0,5192.294856172253,2,56,7703.606088718358
Train Station,ATM-116,7703.606088718358,50000,777.3228020889774,0,5299.298275679886,2,57,6978.781113057189
Train Station,ATM-116,6978.781113057189,50000,740.2975768264354,0,5423.204065930775,2,58,6170.234008459868
Train Station,ATM-116,6170.234008459868,50000,763.5712389626802,0,5550.482107692071,2,59,5208.144552521419
Train Station,ATM-116,5208.144552521419,50000,865.8991719637404,0,5838.283283429987,2,60,4330.071506453469
Train Station,ATM-116,4330.071506453469,50000,900.2603464377163,0,5911.4802771205905,2,61,3567.8391009887278
Train Station,ATM-116,3567.8391009887278,50000,805.1706319327199,0,5860.355252634103,2,62,2667.8839343228583
Train Station,ATM-116,2667.8839343228583,50000,862.4995147441551,0,5928.337680129492,2,63,1807.7707210036303
Train Station,ATM-116,1807.7707210036303,50000,852.2832427809886,0,5895.835367714727,2,64,1147.0772099061296
Train Station,ATM-116,1147.0772099061296,50000,773.6897845506861,0,5831.70390315106,2,65,342.3896862289938
Train Station,ATM-116,342.3896862289938,50000,791.2249487645046,0,5827.844322230874,2,66,50000.0
Train Station,ATM-116,50000.0,50000,774.3693336096773,0,5666.968243857073,2,0,48995.50718372863
Train Station,ATM-116,48995.50718372863,50000,884.0476644103235,0,5793.388014060489,2,1,48123.70083967655
Train Station,ATM-116,48123.70083967655,50000,746.0968500099627,0,5902.961952647827,2,2,47338.69785897902
Train Station,ATM-116,47338.69785897902,50000,892.0211965363579,0,5788.009766679488,2,3,46430.48601516724
Train Station,ATM-116,46430.48601516724,50000,794.6540441715371,0,5836.108397172045,2,4,45758.478945834475
Train Station,ATM-116,45758.478945834475,50000,753.6864906098868,0,5847.421955407308,2,5,44884.00487403048
Train Station,ATM-116,44884.00487403048,50000,858.8703235236017,0,5917.208503534166,2,6,44060.624433975376
Train Station,ATM-116,44060.624433975376,50000,814.8695000023007,0,5939.375566024623,2,7,43118.45477248905
Train Station,ATM-116,43118.45477248905,50000,910.6955595685511,0,5877.052411239583,2,8,42436.4440884389
Train Station,ATM-116,42436.4440884389,50000,771.9158763976426,0,5687.25675123766,2,9,41739.17783133498
Train Station,ATM-116,41739.17783133498,50000,864.1668909488792,0,5599.52002764405,2,10,40859.13597132564
Train Station,ATM-116,40859.13597132564,50000,821.0723807278622,0,5571.350043841606,2,11,40124.857510711634
Train Station,ATM-116,40124.857510711634,50000,856.9520349922527,0,5633.621435122844,2,12,39461.28537039607
Train Station,ATM-116,39461.28537039607,50000,753.1738408417584,0,5422.719503634408,2,13,38669.38449470962
Train Station,ATM-116,38669.38449470962,50000,697.6032534030271,0,5391.239939265752,2,14,37813.324431303605
Train Station,ATM-116,37813.324431303605,50000,781.0609837091338,0,5305.130341185442,2,15,36957.34842638559
Train Station,ATM-116,36957.34842638559,50000,757.2441210725559,0,5479.0956620533,2,16,36132.37820664467
Train Station,ATM-116,36132.37820664467,50000,855.6092360479067,0,5606.799624690302,2,17,35291.90156236989
Train Station,ATM-116,35291.90156236989,50000,802.287828487479,0,5567.234408955746,2,18,34388.63375861001
Train Station,ATM-116,34388.63375861001,50000,792.6962920404317,0,5736.223752101622,2,19,33521.736968324185
Train Station,ATM-116,33521.736968324185,50000,759.0012718822111,0,5939.54840207189,2,20,32814.01299764331
Train Station,ATM-116,32814.01299764331,50000,766.8313891643079,0,5855.371497066318,2,21,31992.656119857358
Train Station,ATM-116,31992.656119857358,50000,856.2455355064653,0,5820.668311446252,2,22,31145.17215287322
Train Station,ATM-116,31145.17215287322,50000,873.5635666429306,0,5812.176273512377,2,23,30357.784717853297
Train Station,ATM-116,30357.784717853297,50000,877.109845225687,0,5774.593488791376,2,24,29350.272067698737
Train Station,ATM-116,29350.272067698737,50000,904.6166138163898,0,5941.629494671151,2,25,28378.47727261827
Train Station,ATM-116,28378.47727261827,50000,859.0764502799311,0,6010.156485991739,2,26,27381.85279579819
Train Station,ATM-116,27381.85279579819,50000,886.8898911639094,0,6139.884172525992,2,27,26704.09122925839
Train Station,ATM-116,26704.09122925839,50000,827.944338646862,0,6109.9217683849165,2,28,25732.270955923796
Train Station,ATM-116,25732.270955923796,50000,882.2328372627943,0,6260.385163933558,2,29,24769.832316458083
Train Station,ATM-116,24769.832316458083,50000,924.3499319819261,0,6375.339836415132,2,30,23888.530939793713
Train Station,ATM-116,23888.530939793713,50000,893.1886583042792,0,6469.253778059581,2,31,22975.660541219026
Train Station,ATM-116,22975.660541219026,50000,854.6592355560525,0,6374.611526479712,2,32,21901.9236304955
Train Station,ATM-116,21901.9236304955,50000,971.7724827402576,0,6476.5536421227725,2,33,21136.036665582036
Train Station,ATM-116,21136.036665582036,50000,847.6560327314137,0,6245.816130216156,2,34,20305.499164398432
Train Station,ATM-116,20305.499164398432,50000,814.9447867239973,0,6398.59206485996,2,35,19498.05789002731
Train Station,ATM-116,19498.05789002731,50000,975.2378828677238,0,6234.213065896489,2,36,18609.49401135453
Train Station,ATM-116,18609.49401135453,50000,862.3372665612192,0,6160.338305103556,2,37,17655.54319546996
Train Station,ATM-116,17655.54319546996,50000,863.9564543963835,0,6232.987744323755,2,38,16709.680392731
Train Station,ATM-116,16709.680392731,50000,935.2195519054562,0,6265.980148488027,2,39,15763.886445970185
Train Station,ATM-116,15763.886445970185,50000,871.5727454065255,0,6138.037184525315,2,40,15002.778837892083
Train Station,ATM-116,15002.778837892083,50000,949.6249456264544,0,6133.257827689953,2,41,14097.860770477344
Train Station,ATM-116,14097.860770477344,50000,910.3557072516651,0,6207.638393921088,2,42,13283.000212954577
Train Station,ATM-116,13283.000212954577,50000,888.913007227242,0,6215.057677072732,2,43,12556.679662377772
Train Station,ATM-116,12556.679662377772,50000,845.8383692312614,0,6052.814348976759,2,44,11776.43129879658
Train Station,ATM-116,11776.43129879658,50000,921.7213516106494,0,5879.111896673379,2,45,10820.99606410956
Train Station,ATM-116,10820.99606410956,50000,894.4847798231552,0,5888.684328621439,2,46,9885.459981463928
Train Station,ATM-116,9885.459981463928,50000,830.3709186342028,0,5878.426464506257,2,47,9088.202228750966
Train Station,ATM-116,9088.202228750966,50000,757.2367044982398,0,5914.576609141115,2,48,8172.758393676412
Train Station,ATM-116,8172.758393676412,50000,826.6354884057833,0,5925.10237680093,2,49,7476.540937826763
Train Station,ATM-116,7476.540937826763,50000,788.1866681553909,0,5806.459275127814,2,50,6772.574955714403
Train Station,ATM-116,6772.574955714403,50000,843.2420804907265,0,5784.104706663367,2,51,6063.033587974812
Train Station,ATM-116,6063.033587974812,50000,776.676330578317,0,5713.397710821767,2,52,5258.859693675466
Train Station,ATM-116,5258.859693675466,50000,774.7155422579544,0,5562.136370434095,2,53,4541.056077891233
Train Station,ATM-116,4541.056077891233,50000,815.3814112441047,0,5344.4039035726955,2,54,3631.5044008864807
Train Station,ATM-116,3631.5044008864807,50000,805.884768837613,0,5456.697827864486,2,55,2956.4605796452356
Train Station,ATM-116,2956.4605796452356,50000,720.2468661051444,0,5216.297814031176,2,56,1988.0751518005163
Train Station,ATM-116,1988.0751518005163,50000,813.5063739054971,0,5488.465786026247,2,57,1066.0525137491493
Train Station,ATM-116,1066.0525137491493,50000,840.8378354666565,0,5706.522441965254,2,58,217.38852865168326
Train Station,ATM-116,217.38852865168326,50000,780.9627950762442,0,5845.645059323128,2,59,50000.0
Train Station,ATM-116,50000.0,50000,903.3536248209381,0,6067.465675409231,3,0,48924.96292118856
Train Station,ATM-116,48924.96292118856,50000,911.4978056375927,0,6424.699138436437,3,1,47912.09721236885
Train Station,ATM-116,47912.09721236885,50000,1000.4089251519378,0,6528.013170251397,3,2,47034.94584963942
Train Station,ATM-116,47034.94584963942,50000,871.1493459099491,0,6730.120711739581,3,3,46253.02841800734
Train Station,ATM-116,46253.02841800734,50000,887.6933286058493,0,6543.652715526935,3,4,45437.350642866404
Train Station,ATM-116,45437.350642866404,50000,916.9566320856106,0,6437.3078526165045,3,5,44615.27306072064
Train Station,ATM-116,44615.27306072064,50000,849.3199978026668,0,6410.721449664806,3,6,43547.40156991781
Train Station,ATM-116,43547.40156991781,50000,930.461189202442,0,6452.598430082184,3,7,42457.02868872447
Train Station,ATM-116,42457.02868872447,50000,997.7219550573956,0,6467.9342324640875,3,8,41711.506574981846
Train Station,ATM-116,41711.506574981846,50000,885.6216055028485,0,6200.590637387002,3,9,41012.615113176325
Train Station,ATM-116,41012.615113176325,50000,827.6475944214305,0,6022.330736463095,3,10,40184.128633012035
Train Station,ATM-116,40184.128633012035,50000,923.5862915979641,0,6068.899784995309,3,11,39154.47700722284
Train Station,ATM-116,39154.47700722284,50000,894.5238672186975,0,6282.8736356435675,3,12,38160.464172758555
Train Station,ATM-116,38160.464172758555,50000,983.0916066321045,0,6454.80888796209,3,13,37170.91713178169
Train Station,ATM-116,37170.91713178169,50000,948.0285937318308,0,6376.484438136127,3,14,36356.50822682417
Train Station,ATM-116,36356.50822682417,50000,903.9351690671771,0,6100.520461900307,3,15,35405.34855141248
Train Station,ATM-116,35405.34855141248,50000,851.3873457251942,0,6306.158023569374,3,16,34425.63989909299
Train Station,ATM-116,34425.63989909299,50000,877.0062848514826,0,6586.975214083343,3,17,33273.45742481602
Train Station,ATM-116,33273.45742481602,50000,969.7465866877363,0,6910.671208196024,3,18,32160.067281037802
Train Station,ATM-116,32160.067281037802,50000,1031.097024479477,0,6994.4097261850475,3,19,31015.07949849112
Train Station,ATM-116,31015.07949849112,50000,1073.9193578036948,0,7145.384674267442,3,20,30072.842553927883
Train Station,ATM-116,30072.842553927883,50000,1022.7642235198974,0,7098.07457785381,3,21,28820.357746092617
Train Station,ATM-116,28820.357746092617,50000,1105.6273651795186,0,7536.150480731556,3,22,27593.817782776347
Train Station,ATM-116,27593.817782776347,50000,1165.017148068401,0,7811.530768636137,3,23,26653.709140256935
Train Station,ATM-116,26653.709140256935,50000,1040.3197475935247,0,7771.930758836059,3,24,25307.885394633584
Train Station,ATM-116,25307.885394633584,50000,1209.2443339862687,0,7965.572030182439,3,25,24235.89424661472
Train Station,ATM-116,24235.89424661472,50000,1096.1688363922176,0,7924.173034423085,3,26,23150.137904146424
Train Station,ATM-116,23150.137904146424,50000,1178.4563276341567,0,7864.941594344698,3,27,21888.782833501762
Train Station,ATM-116,21888.782833501762,50000,1105.1327933761597,0,8184.059720426127,3,28,20490.62727490856
Train Station,ATM-116,20490.62727490856,50000,1217.1333260352496,0,8329.73047118406,3,29,19489.362445690233
Train Station,ATM-116,19489.362445690233,50000,1136.6090516179406,0,8104.455337086114,3,30,18180.536958153418
Train Station,ATM-116,18180.536958153418,50000,1103.7344336346844,0,8473.172182103519,3,31,16959.21140927812
Train Station,ATM-116,16959.21140927812,50000,1247.1420750016985,0,8348.673985355468,3,32,15584.009256466949
Train Station,ATM-116,15584.009256466949,50000,1175.4268319721841,0,8651.884990147775,3,33,14404.263150831172
Train Station,ATM-116,14404.263150831172,50000,1149.0718285905589,0,8745.874753315256,3,34,13463.787552333655
Train Station,ATM-116,13463.787552333655,50000,1170.4936142970898,0,8424.995281168107,3,35,12080.90766113662
Train Station,ATM-116,12080.90766113662,50000,1201.7017397009677,0,8409.719613771938,3,36,11100.222118148271
Train Station,ATM-116,11100.222118148271,50000,1089.328965231821,0,8389.140327541962,3,37,10178.79017400264
Train Station,ATM-116,10178.79017400264,50000,1144.8967618822903,0,8001.746784150776,3,38,9124.56733971557
Train Station,ATM-116,9124.56733971557,50000,1154.9705966995668,0,7834.644069562546,3,39,8131.901733884968
Train Station,ATM-116,8131.901733884968,50000,1118.5337114037932,0,7452.107522581977,3,40,7050.523545019891
Train Station,ATM-116,7050.523545019891,50000,1134.8924711915474,0,7353.739605811279,3,41,5775.81631891176
Train Station,ATM-116,5775.81631891176,50000,1079.681984084505,0,7687.971233421893,3,42,4644.700019166043
Train Station,ATM-116,4644.700019166043,50000,992.3200212169376,0,7436.207641970575,3,43,3360.344928668711
Train Station,ATM-116,3360.344928668711,50000,1110.221566880499,0,7739.87718947956,3,44,2426.0481218237237
