id,TransactionFrequency,IncomingTransactionAmount,OutgoingTransactionAmount,MaxIncomingAmount,MaxOutgoingAmount,UniqueRecipients,TransactionTime,JustBelowThreshold,IsSuspicious,TransactionDate
11,4,192.45236497105864,312.76508260970536,906.0118017061106,1265.971574855179,1,0,1,0,2024-01-08 18:00:00
8,3,120.67873489661079,154.31561882557486,513.6985504089146,913.6786789852604,2,0,1,0,2024-01-08 19:00:00
11,4,356.0011867347655,139.72088110147718,580.2222464557141,1152.9729219079393,3,1,1,0,2024-02-05 18:00:00
1,4,189.88047078907198,183.54562828229598,812.1963682176037,1079.6190972281365,4,0,1,0,2024-01-08 17:00:00
6,4,172.0041749890894,470.2549320101343,515.742912995677,522.2184820255804,1,0,1,0,2024-02-04 18:00:00
8,4,135.42223368929655,265.6600897312907,517.1497819151981,1488.5399870457068,4,0,1,0,2024-01-18 02:00:00
5,4,141.32358284960628,258.17370719716575,1416.603301642411,541.4280888193878,2,0,1,0,2024-01-16 14:00:00
4,1,333.8682801770355,225.28250442806961,1206.158502119054,1467.8027376484852,3,0,1,0,2024-01-13 09:00:00
2,12,4829.597177067877,4204.98128997959,3245.763143623552,6082.304391143987,12,1,1,1,2024-01-03 06:00:00
6,1,258.9515953857604,295.14047887696256,632.6445776009532,1463.1590270650665,3,1,1,0,2024-01-06 06:00:00
6,4,291.9588326368293,152.01911300445548,1011.635717895077,614.7535994138354,4,0,1,0,2024-02-05 17:00:00
11,3,374.38709439319365,434.19209455293105,505.3461608543645,990.4085191855132,2,0,1,0,2024-01-24 12:00:00
1,2,106.95191607419186,248.1587945101226,1438.413743858144,669.5040918660586,1,1,1,0,2024-01-09 10:00:00
9,1,229.2522628281114,249.92142711271853,914.8151193889472,550.9748770224425,1,0,1,0,2024-02-02 10:00:00
12,18,5711.932800952194,1455.5016952192202,6136.292003179891,5342.306185435433,9,1,1,1,2024-01-29 23:00:00
11,3,332.04489187818723,277.65108526630064,890.5936075817822,707.7834209616915,4,0,1,0,2024-01-06 23:00:00
6,2,201.6898319589973,497.9431892237286,569.3283303877647,1087.697018287546,1,0,1,0,2024-01-29 01:00:00
3,1,308.69201865448525,318.152448487321,1138.3222397918266,612.3644819489856,2,0,1,0,2024-01-13 07:00:00
4,2,237.06139524836613,135.2806815159483,1233.0036196283534,831.9864714327027,1,0,1,0,2024-02-09 19:00:00
12,24,1933.678906132935,3154.123093496851,4581.877036938415,5991.530378480094,13,1,1,1,2024-01-06 08:00:00
11,1,150.29660472265954,160.63371714795198,638.4354933293944,937.0515218421876,1,0,1,0,2024-01-05 03:00:00
4,2,153.08586152771096,112.37505789253679,1078.8401680355926,1127.7454148973363,4,1,1,0,2024-01-08 02:00:00
3,4,157.41694481575715,488.2968614708993,1069.4844841722538,1147.457940745546,2,1,1,0,2024-01-15 22:00:00
10,12,6909.76308486076,5220.565025877032,6006.93492990893,5082.961138920993,14,1,1,1,2024-02-08 23:00:00
3,2,393.1595673365367,492.04359696550677,879.127658375647,824.9227944066413,2,0,1,0,2024-01-20 01:00:00
3,3,164.95275786492834,291.15137920889697,871.4859436594343,1187.2955625825175,3,0,1,0,2024-01-21 13:00:00
4,3,175.33963350624057,312.90301245959046,1118.5270587181856,1461.6158070461656,2,0,1,0,2024-01-21 04:00:00
7,1,392.33178994835055,167.3347823676521,1133.072653499513,1230.243334357868,1,1,1,0,2024-01-14 17:00:00
4,2,162.46553791686958,198.76297066703424,969.2852273257904,989.8704767177445,1,0,1,0,2024-01-30 13:00:00
9,1,193.82451733393145,435.4196859611313,943.0593623304211,1130.7174444919292,3,0,1,0,2024-01-17 03:00:00
1,1,485.3387331281596,242.47425884703767,994.1476706378827,1239.682897763108,2,0,1,0,2024-01-12 06:00:00
8,2,202.12260989137275,430.7259895185676,1361.045299503312,1112.2757656938725,3,0,1,0,2024-01-25 02:00:00
7,2,364.6529401484587,383.60548971481273,961.16690125391,516.6758134898391,1,0,1,0,2024-01-05 20:00:00
2,15,1781.2569537828522,4204.98128997959,3026.5708457743103,7929.613294850089,7,1,1,1,2024-01-16 06:00:00
8,2,249.71870685591705,302.97854644789686,1004.003763596326,1310.468217215466,3,1,1,0,2024-01-22 10:00:00
1,3,107.00639634482489,370.95492860748675,1449.2006931808914,772.6506473124847,4,0,1,0,2024-01-08 16:00:00
11,1,197.6589161689497,194.01488592153004,1332.8319018690759,1231.5621195611338,4,1,1,0,2024-01-13 13:00:00
12,12,5711.932800952194,1455.5016952192202,7865.723557134543,3154.853017112551,10,1,1,1,2024-01-02 18:00:00
9,3,445.8435343820147,317.9310630180747,1363.641421296616,1021.8843281579432,3,0,1,0,2024-01-30 20:00:00
9,2,407.4077458095165,166.09682017704128,610.0632842011153,567.9732998194037,4,0,1,0,2024-02-01 20:00:00
2,18,4829.597177067877,4204.98128997959,4640.348422428289,6199.781925572852,11,1,1,1,2024-01-09 14:00:00
7,3,418.20414867856124,499.8855216623656,1131.6435150828916,1457.1969635192345,2,0,1,0,2024-01-06 21:00:00
10,13,6909.76308486076,5220.565025877032,6277.267282467821,6242.635134121014,9,1,1,1,2024-01-13 16:00:00
3,3,340.24381701849444,426.70277204781127,1144.2567236508116,1152.27511089905,1,0,1,0,2024-02-01 03:00:00
7,1,476.3501425352259,182.9236012750232,1474.247654144756,959.6445973857374,4,0,1,0,2024-01-22 07:00:00
12,12,5711.932800952194,3154.123093496851,3968.5852538814893,4374.478291285439,11,1,1,1,2024-01-28 03:00:00
10,24,6909.76308486076,1022.5043274286865,3043.345449225655,4547.162354847416,13,1,1,1,2024-01-21 18:00:00
9,1,330.87409468469923,220.19575424017296,1247.7943497593724,1068.5522556046121,1,0,1,0,2024-02-07 09:00:00
4,1,239.4294668967882,230.32924702577992,1310.2585866995314,559.1770718635419,2,0,1,0,2024-01-04 09:00:00
12,13,1933.678906132935,1455.5016952192202,4729.142851547969,3163.99937138448,11,1,1,1,2024-01-26 14:00:00
1,4,341.9815690762163,284.5782047549251,704.166559168243,1268.9200445711683,2,0,1,0,2024-02-05 00:00:00
2,11,4829.597177067877,1149.2680126692474,6301.934191004443,7301.2664319985215,12,1,1,1,2024-01-04 18:00:00
1,1,446.57546701105815,159.1936589463339,1079.7261570972246,511.07855259430966,1,0,1,0,2024-01-17 06:00:00
12,20,5711.932800952194,3154.123093496851,4789.205793207666,5101.676945977495,8,1,1,1,2024-01-14 01:00:00
5,1,400.971105046229,384.3538866729277,1448.744395149711,1071.7893159359805,4,0,1,0,2024-01-01 07:00:00
5,3,136.1926781148203,462.77712353393355,560.6049077149098,934.0521760809568,1,1,1,0,2024-01-10 18:00:00
11,3,215.47423821225524,152.94895161398898,1185.3953434460059,627.5701745713709,1,0,1,0,2024-01-08 12:00:00
7,4,143.6438527062999,337.2058001442391,524.9662221200572,909.0851486348762,1,0,1,0,2024-01-31 06:00:00
9,1,360.2046591166863,339.64823401613006,671.4341767105427,854.3771829861353,3,1,1,0,2024-01-01 00:00:00
9,2,406.07634582231384,241.384296218713,953.5789999228341,802.8298889787422,2,0,1,0,2024-01-13 20:00:00
3,3,470.26993235228474,283.3865698277031,954.8724428028681,1230.8796233222076,1,1,1,0,2024-02-04 09:00:00
3,2,275.26893856479506,115.19262531594138,1185.7005429336439,1200.7255212842638,3,0,1,0,2024-02-04 17:00:00
3,2,460.55025983537774,398.3440154508048,1410.2130348677565,1089.0200909809116,1,0,1,0,2024-01-21 20:00:00
4,3,451.156463616531,319.72899176126964,1139.0321589149207,1438.6648132933724,4,0,1,0,2024-02-07 00:00:00
8,2,226.87828670615943,123.09642074766951,1453.535097851509,849.8543841808545,3,1,1,0,2024-01-28 02:00:00
6,3,447.5602502162284,372.3023571841942,1381.6156398779976,743.8019377101796,1,0,1,0,2024-01-31 20:00:00
8,2,250.2689007526906,286.71283089247515,1084.4997955307904,1155.9033130983994,3,0,1,0,2024-01-30 11:00:00
1,3,218.74770982411232,113.78450377,1333.7919509188273,698.8140609374029,1,1,1,0,2024-01-12 13:00:00
8,1,359.62986351775726,487.84309073923816,1142.577610323634,815.0105071834246,2,0,1,0,2024-02-06 03:00:00
4,4,231.35249115403244,479.6448572357762,578.5578309237271,724.6024400748848,1,0,1,0,2024-01-04 23:00:00
11,3,352.08349933165766,305.160966458879,1240.56472325951,569.1535677185012,3,0,1,0,2024-02-11 14:00:00
1,3,343.9327221994778,137.46896828236407,594.9084412673462,1327.4987416356735,4,0,1,0,2024-01-05 04:00:00
8,4,325.3755709393835,401.8484886394367,1094.0827805697124,754.5405429216612,4,0,1,0,2024-01-15 08:00:00
4,3,252.16788169311909,296.7724400422916,1202.640205858229,973.0275033430207,4,0,1,0,2024-01-23 14:00:00
6,3,319.3998886605907,220.97899131575195,566.5276082108552,543.3152732543119,1,0,1,0,2024-02-06 16:00:00
8,2,338.59418999416863,296.5672710114227,730.7946539265317,1199.339466252643,2,0,1,0,2024-01-07 04:00:00
4,4,318.27475539818937,308.9776581621858,1415.6722322616497,830.5610023062909,1,1,1,0,2024-02-07 18:00:00
3,1,277.76778110048065,325.0846796089357,1116.3144922328963,1244.73672782921,4,1,1,0,2024-01-27 16:00:00
9,3,105.86682281850553,276.4894854621306,746.2860188105316,912.4030604678661,3,0,1,0,2024-01-24 06:00:00
3,4,334.8246830804604,342.30212125562264,1190.6797711480067,695.7556064056246,4,1,1,0,2024-01-23 06:00:00
9,2,167.37775405708786,467.49388424255096,1096.7764199616895,1013.1750822820359,3,0,1,0,2024-01-10 13:00:00
2,16,1781.2569537828522,1149.2680126692474,6652.068764408963,7728.923231204779,7,1,1,1,2024-01-25 06:00:00
2,14,1781.2569537828522,4204.98128997959,5266.308416908616,7649.292502502804,6,1,1,1,2024-01-17 01:00:00
2,14,1781.2569537828522,4204.98128997959,6421.643252276333,4907.076718916783,12,1,1,1,2024-01-22 18:00:00
6,1,316.94546599189533,282.3917103039748,875.4411096679127,1411.9595841996334,1,0,1,0,2024-01-20 10:00:00
3,1,480.59142386639644,277.3823345527617,1300.073432076868,560.92872172072,1,1,1,0,2024-01-10 20:00:00
9,3,438.86694454902965,340.8467941419118,1384.5832929211879,1194.0174141057419,3,0,1,0,2024-02-08 19:00:00
4,3,465.69460638058797,336.5627037689952,625.2205595168314,682.7511659874359,1,1,1,0,2024-01-21 01:00:00
1,2,425.50651532783456,422.6357369305108,700.5529778452665,819.0450743322399,1,0,1,0,2024-01-27 01:00:00
4,2,143.56733673869257,290.5933535113171,716.2270091277796,915.5140630620659,1,0,1,0,2024-02-05 10:00:00
1,4,159.59674238807787,498.44917985577644,1191.2118093865404,1408.0150893749742,2,0,1,0,2024-01-15 12:00:00
5,2,310.6495189075838,123.78862754691231,1103.0395550532835,742.5782660738251,3,0,1,0,2024-01-02 19:00:00
4,1,198.4278635191993,101.2671394322807,1118.9915646985883,591.3088025446702,3,0,1,0,2024-01-01 03:00:00
8,1,290.67819001646365,356.0793246238495,1440.773299689501,818.6896039905237,4,0,1,0,2024-01-02 11:00:00
8,3,257.7461295273401,219.3739649447507,1275.911532807306,604.6759705355333,3,0,1,0,2024-01-10 16:00:00
7,1,319.7656953721813,196.15295547979352,627.9369245117832,628.5964859605525,2,0,1,0,2024-01-21 00:00:00
3,4,398.75028645432906,224.7596320017122,847.507082425181,1073.8505979750266,3,0,1,0,2024-01-15 09:00:00
1,1,386.19636283970976,202.41902604198174,935.3936461757356,560.9019330994934,2,0,1,0,2024-01-31 01:00:00
1,1,308.49365299413375,112.31601986417914,895.9615887476049,530.930881393566,2,1,1,0,2024-01-20 14:00:00
12,24,5711.932800952194,1455.5016952192202,3042.2574803123025,7475.500145331222,8,1,1,1,2024-01-20 04:00:00
11,2,272.34483661521335,188.2981953811127,1391.8931032565624,861.6470948410445,4,0,1,0,2024-01-31 18:00:00
3,2,458.68571593604895,393.61190503572254,806.051463522788,625.3753492338733,1,1,1,0,2024-01-14 23:00:00
6,4,128.51210802206555,405.0385578776701,1051.8771364211857,753.6127708597082,1,0,1,0,2024-01-20 13:00:00
7,3,481.86401201332296,471.7029592028917,1289.4094219135857,1142.0865073523992,3,0,1,0,2024-02-03 07:00:00
6,1,361.8772325725393,112.21978283735199,916.2180588453493,775.5365671408512,3,1,1,0,2024-01-22 11:00:00
6,4,252.02980357488212,448.8193353788031,668.1181283992959,994.521125120408,2,0,1,0,2024-01-20 16:00:00
6,1,178.86165062915094,310.8904723359201,974.9509652637482,621.6953067266722,3,0,1,0,2024-01-02 23:00:00
3,3,291.67329177744,353.01764398633117,555.2225207430284,1088.093637605447,2,0,1,0,2024-01-31 13:00:00
6,1,177.8233292741204,357.78811084841345,1442.3834540022767,816.0776838432641,4,1,1,0,2024-01-05 08:00:00
8,4,166.53264309725688,427.919121993891,574.821205194973,1126.9684345287164,3,1,1,0,2024-01-03 07:00:00
11,1,346.94070296518964,233.3629288636442,938.4567152505781,1308.3948823040228,1,0,1,0,2024-02-08 06:00:00
11,2,309.2338898327139,393.22047594399737,1029.8812610885261,1111.6464193899924,1,0,1,0,2024-01-27 18:00:00
2,20,4829.597177067877,4204.98128997959,4799.570181076817,3393.3102915712934,7,1,1,1,2024-02-02 00:00:00
5,3,471.8423509687957,417.3576057221391,666.0218236428608,755.7437015483004,2,0,1,0,2024-01-03 23:00:00
1,3,312.90408533561606,496.21841310805337,614.4315186123586,827.4209587334481,1,0,1,0,2024-01-03 01:00:00
12,10,1933.678906132935,3154.123093496851,7196.039765197294,7913.262057467846,8,1,1,1,2024-02-11 03:00:00
1,3,135.85053566197683,497.85945662399917,655.5714368693023,681.1718508500201,3,1,1,0,2024-02-07 12:00:00
5,2,387.0543143634518,135.9248617131096,707.2729790676676,1290.6911019001677,3,1,1,0,2024-02-02 15:00:00
12,18,5711.932800952194,1455.5016952192202,3159.9723007216235,6185.237767518138,9,1,1,1,2024-01-24 17:00:00
3,2,490.69009546503156,117.6647744711325,719.7067903914004,935.9951805705858,3,0,1,0,2024-01-18 07:00:00
4,1,429.2696062382641,236.71296189470468,520.5208147293253,1094.0494655668113,4,0,1,0,2024-01-18 13:00:00
3,1,308.99241620644733,353.16253227137366,1326.6183455024886,1089.6534951515478,4,0,1,0,2024-01-09 18:00:00
1,1,149.28906166886642,127.61181635513985,865.5957010039667,567.3768715219258,1,0,1,0,2024-01-06 07:00:00
1,1,443.7663173122357,102.2663258118269,853.696686580734,1331.5407863376656,4,1,1,0,2024-02-01 13:00:00
12,20,1933.678906132935,1455.5016952192202,7700.899173646207,3808.188468922959,9,1,1,1,2024-01-12 01:00:00
12,12,5711.932800952194,3154.123093496851,7460.371755468103,7529.246949996529,12,1,1,1,2024-01-18 05:00:00
5,4,218.11131568812402,423.6732684556124,670.1154173092815,1272.6709881281668,1,0,1,0,2024-01-01 14:00:00
6,3,417.3629032591349,453.7697102007908,1398.2380639532353,1214.8995340913136,2,0,1,0,2024-01-10 04:00:00
3,2,174.09137861896386,380.01370910884174,1276.803332139888,1078.9776465541452,4,0,1,0,2024-01-09 22:00:00
12,22,1933.678906132935,1455.5016952192202,5677.609580429818,5581.239116000303,13,1,1,1,2024-01-24 02:00:00
9,2,269.81097007854476,259.6400752294892,1486.7291015008486,860.3754923631707,4,0,1,0,2024-01-23 10:00:00
5,3,134.81558503506346,389.2597945858518,771.3659635390105,1104.839429362581,1,1,1,0,2024-01-24 04:00:00
8,3,426.29945740171235,212.13378431660837,598.5829270224124,887.4512959225387,1,0,1,0,2024-01-04 10:00:00
1,2,249.40387321535505,374.96254565449505,1329.3142341257594,1363.479894912813,4,0,1,0,2024-01-02 13:00:00
5,2,310.5996776615124,109.79937930706095,1206.6755336776998,808.8022753496153,3,0,1,0,2024-01-09 19:00:00
3,2,144.92173776448766,222.4549363518373,1117.2188058779006,793.5347924586604,4,0,1,0,2024-01-04 17:00:00
12,19,5711.932800952194,1455.5016952192202,5717.97787455646,3768.7465605145903,6,1,1,1,2024-02-10 23:00:00
1,1,355.19408231731904,352.83593180249693,978.4961162559619,832.7808689607955,1,0,1,0,2024-01-02 05:00:00
4,2,306.07006813349267,330.81626578476437,1280.5560268872136,1057.404964314187,2,0,1,0,2024-02-09 04:00:00
5,2,337.41542764925885,379.1025104293718,803.6239381438402,1207.0152942725908,2,0,1,0,2024-01-05 14:00:00
7,2,417.4975401522065,102.43549929593563,811.6898285150414,1162.5679177387851,1,0,1,0,2024-01-12 14:00:00
1,3,358.64236536914404,140.37647999100858,503.14090604812213,1307.7178199814796,3,0,1,0,2024-01-23 09:00:00
3,3,169.90937713095087,447.57770091165804,674.2434016453795,1385.9139954974248,4,1,1,0,2024-01-14 03:00:00
2,16,1781.2569537828522,1149.2680126692474,6339.031099933085,3859.368512696234,11,1,1,1,2024-01-10 15:00:00
9,1,462.35644191510414,145.17265707440453,941.7464916377071,518.9454033743546,1,0,1,0,2024-01-15 10:00:00
10,20,6909.76308486076,5220.565025877032,7637.585078539123,6031.0112680516595,12,1,1,1,2024-01-01 13:00:00
6,1,322.6548231746869,196.89248712982675,895.7079635737925,708.3995736183316,4,0,1,0,2024-01-17 15:00:00
10,13,6909.76308486076,5220.565025877032,3331.450937232751,5618.792482764249,14,1,1,1,2024-02-10 14:00:00
3,3,220.82420073391802,158.07860515386412,781.9190429047292,1138.4887847991354,3,0,1,0,2024-01-19 23:00:00
8,3,392.7832270342538,384.04402256868264,863.8096411409335,819.7431954076949,3,1,1,0,2024-02-01 02:00:00
8,4,440.46970434110835,366.74176840570715,690.7259875908946,557.1171633704432,1,1,1,0,2024-01-07 14:00:00
2,18,1781.2569537828522,4204.98128997959,3202.9799265118672,3296.116526983037,5,1,1,1,2024-01-07 01:00:00
6,2,423.81199030737673,445.36030674280073,1047.2375204206432,500.9294168699611,3,0,1,0,2024-01-09 21:00:00
7,3,406.6624540801624,260.5224096878849,1491.7728809792493,1403.2236273447074,4,0,1,0,2024-02-04 02:00:00
2,13,1781.2569537828522,4204.98128997959,4953.76492283502,3526.9846741457004,10,1,1,1,2024-01-02 10:00:00
11,2,269.57792516532083,160.93183578581417,699.245954408314,709.4557695095111,1,0,1,0,2024-02-10 12:00:00
10,24,1522.5728202618095,5220.565025877032,4834.029425700029,3122.4013290659996,8,1,1,1,2024-01-21 09:00:00
2,18,1781.2569537828522,1149.2680126692474,6954.248388165895,3923.256229468488,13,1,1,1,2024-02-03 21:00:00
10,24,6909.76308486076,1022.5043274286865,5013.558248258501,6953.514518730569,8,1,1,1,2024-01-10 23:00:00
1,3,289.15678625327286,436.89229853757917,1265.1603288167662,540.2889457345422,4,0,1,0,2024-01-23 16:00:00
8,4,314.14324073706433,319.59217977665674,1440.419207300747,1012.2147076770516,1,0,1,0,2024-01-26 09:00:00
1,4,171.37838609110884,187.7095847695503,515.8231719968209,1180.479462524374,3,0,1,0,2024-01-20 17:00:00
9,2,224.9087144195184,113.46767128554909,1022.7601415618698,1431.6979736811688,2,1,1,0,2024-01-16 19:00:00
11,3,192.098467371148,185.85122930352114,970.8673562231768,1120.371252123721,3,0,1,0,2024-01-26 12:00:00
6,1,182.47446580737056,266.4485712284369,1156.055021975704,1303.7552360117627,3,0,1,0,2024-01-17 10:00:00
7,4,355.18431732638805,403.8445714799186,1059.578854465342,583.7249378453484,1,0,1,0,2024-01-12 11:00:00
10,23,1522.5728202618095,5220.565025877032,3006.7776224897443,3059.489161225778,14,1,1,1,2024-01-27 09:00:00
7,1,352.80619440816736,387.91658134187446,1158.0825847491903,873.9471344790675,4,0,1,0,2024-01-22 19:00:00
10,20,6909.76308486076,5220.565025877032,5485.446546753985,4465.7797112665085,9,1,1,1,2024-01-09 02:00:00
3,3,156.70975741084075,281.57873924334285,1299.7179136187196,651.371171263275,1,0,1,0,2024-02-11 02:00:00
2,24,1781.2569537828522,1149.2680126692474,7015.030152295007,4705.471582937009,7,1,1,1,2024-01-27 02:00:00
9,3,338.81876675827664,321.86293921403825,1198.5306252091373,828.5581498857985,1,0,1,0,2024-01-07 11:00:00
8,3,370.3364980349504,354.836334832362,916.1453676406068,554.4660473668375,1,0,1,0,2024-02-03 04:00:00
12,13,1933.678906132935,3154.123093496851,6268.889614780782,7608.6333472583065,11,1,1,1,2024-01-21 23:00:00
10,14,1522.5728202618095,1022.5043274286865,6764.04497255505,3029.620327270012,7,1,1,1,2024-01-11 18:00:00
7,4,389.80674055944723,193.86137671033975,1389.8837264734866,928.1839398671729,3,0,1,0,2024-02-08 03:00:00
9,2,106.32843670623298,221.27762378441844,1317.8563056550297,1132.0192084224363,3,0,1,0,2024-02-02 05:00:00
4,1,236.43600978968823,215.9880475774436,1010.1483804563233,1226.111259344637,4,0,1,0,2024-01-13 08:00:00
4,3,427.4828228476931,325.3155723815259,1236.239810133833,866.9614070072005,2,0,1,0,2024-01-10 02:00:00
1,1,341.2877640853489,147.98147720955598,1012.8970555188093,647.2270744105169,3,1,1,0,2024-01-28 22:00:00
8,3,234.89085310216814,466.71667628093405,1369.6060824747774,706.5810162217808,4,1,1,0,2024-01-11 15:00:00
12,10,1933.678906132935,1455.5016952192202,4935.250059674435,6787.345253615515,5,1,1,1,2024-01-03 21:00:00
3,1,409.04909097975303,260.5782523652774,1470.2353444148766,1136.0684203522255,2,0,1,0,2024-02-09 20:00:00
7,4,205.95817889469336,163.44965781055117,1432.3227582288775,898.2805490890544,4,1,1,0,2024-01-25 10:00:00
12,13,5711.932800952194,1455.5016952192202,6236.111416989277,6658.526363615758,5,1,1,1,2024-02-05 07:00:00
2,23,1781.2569537828522,1149.2680126692474,6580.743894378473,5717.698232875378,11,1,1,1,2024-01-08 13:00:00
2,22,4829.597177067877,4204.98128997959,4021.193102849322,6558.41029677543,10,1,1,1,2024-01-18 11:00:00
7,3,246.78243168192026,208.61881896449694,1354.7034500931975,1312.077611008679,4,0,1,0,2024-01-13 23:00:00
6,4,237.42418991028157,260.97865497346754,665.3022861379612,1325.211371259631,2,0,1,0,2024-02-08 21:00:00
3,4,346.8623133582587,141.09930098096936,1354.2607889973356,1295.0580176061312,3,0,1,0,2024-01-02 08:00:00
9,2,276.9639745922678,175.6158098910127,990.7650067123604,823.7308256104236,3,0,1,0,2024-02-10 01:00:00
10,22,1522.5728202618095,5220.565025877032,7116.343265573861,4881.007066475991,12,1,1,1,2024-02-08 14:00:00
6,4,367.84104645358474,386.0154875402735,1403.1907788344292,643.161357811193,1,0,1,0,2024-01-08 21:00:00
10,18,6909.76308486076,5220.565025877032,7396.984966529422,3315.8026408206965,11,1,1,1,2024-01-18 19:00:00
10,21,1522.5728202618095,5220.565025877032,5438.594341576847,7567.554834156206,9,1,1,1,2024-01-05 12:00:00
6,4,208.45897460007393,333.3066071252182,1058.7659446243977,525.5697990897347,4,0,1,0,2024-02-04 19:00:00
1,4,337.1247966613691,286.7871999854443,871.1695160195313,1287.9701335909317,2,0,1,0,2024-01-27 19:00:00
4,4,372.05277244138057,236.14829852230508,1285.6431035291273,1403.2481050951305,3,0,1,0,2024-01-15 02:00:00
10,18,1522.5728202618095,1022.5043274286865,6153.180952648252,5078.396475814343,14,1,1,1,2024-01-13 02:00:00
6,2,282.7434579521474,133.0861846097414,1438.894960041275,1312.390724186151,2,0,1,0,2024-01-22 14:00:00
6,1,176.12994512762714,472.35494882432334,1393.9852050469608,582.4059718619482,3,1,1,0,2024-01-31 04:00:00
11,2,120.93555031460332,430.68586397240733,837.4803256748982,1099.9678582610659,4,0,1,0,2024-01-12 23:00:00
12,22,5711.932800952194,1455.5016952192202,3223.8419434424345,6545.903518972023,8,1,1,1,2024-02-07 19:00:00
5,3,245.1777087383968,325.99374307010146,1073.2231944495916,1045.923533309,4,0,1,0,2024-01-15 18:00:00
1,4,498.1921962817028,446.61919269963477,837.6493019992346,1426.2052018843451,2,0,1,0,2024-01-16 23:00:00
8,2,278.54094047905687,328.7236654428615,1488.5216479954468,1371.3152472468535,3,0,1,0,2024-02-03 05:00:00
5,3,233.42781978888016,462.8799286242489,525.2373458482642,1285.083657239757,3,0,1,0,2024-01-18 08:00:00
12,10,1933.678906132935,3154.123093496851,3270.2381367486328,4001.6991054822115,14,1,1,1,2024-01-20 22:00:00
12,14,5711.932800952194,3154.123093496851,5286.152098097722,4055.0334585376304,11,1,1,1,2024-01-14 12:00:00
12,14,1933.678906132935,3154.123093496851,5748.111505530174,6441.464992136275,6,1,1,1,2024-01-19 05:00:00
5,3,353.98401823641325,474.5284615876627,1088.9330749455642,1353.3292165587877,2,1,1,0,2024-02-04 16:00:00
7,1,401.9351279763391,370.0560244598672,1251.6761720229192,828.1600723536078,4,0,1,0,2024-01-29 04:00:00
4,3,168.191175269567,146.4090725392677,1123.4778305192963,553.7723116619834,3,0,1,0,2024-01-04 13:00:00
6,4,263.7911412020816,116.91669968907249,1100.2814605280369,1169.3569842407483,3,0,1,0,2024-01-16 21:00:00
4,1,269.0756453584758,325.85162039890525,553.5144629130433,731.2799283159554,3,0,1,0,2024-01-03 18:00:00
3,3,428.72257756043473,472.0683861753698,876.5302877892983,743.5711258646319,2,0,1,0,2024-01-23 23:00:00
7,4,100.49467190376377,437.69948096232736,732.055739701156,806.0471662287714,1,0,1,0,2024-02-03 19:00:00
8,1,220.34124334130203,370.3390985857346,765.3701116019754,563.6847675025167,2,1,1,0,2024-01-25 01:00:00
4,4,492.49454973772157,155.646339556435,1054.337474340345,677.127144198254,4,0,1,0,2024-01-06 10:00:00
2,20,1781.2569537828522,1149.2680126692474,4236.025594653166,4054.6366805325597,12,1,1,1,2024-01-29 06:00:00
12,23,5711.932800952194,3154.123093496851,7439.088201679095,4098.613750551985,6,1,1,1,2024-01-29 10:00:00
10,19,6909.76308486076,5220.565025877032,3397.598566482494,5297.478874322051,7,1,1,1,2024-01-17 13:00:00
3,3,489.6658514512062,211.37576330017384,1448.5029432181946,1182.652605044199,4,0,1,0,2024-01-13 03:00:00
1,1,108.01054237032979,151.8402604781768,1444.6657321710952,735.6228511916484,4,0,1,0,2024-01-19 22:00:00
8,4,394.87209000289727,370.44329256576447,1109.9415585960517,1443.5741440351771,1,1,1,0,2024-01-06 22:00:00
3,3,407.4399219154034,477.59292214528386,1424.5224687319,1371.2516273986525,4,0,1,0,2024-02-06 06:00:00
12,20,5711.932800952194,3154.123093496851,3523.303169539481,5193.358484015244,5,1,1,1,2024-01-04 01:00:00
10,22,6909.76308486076,1022.5043274286865,5440.1911214087495,4749.251180454275,9,1,1,1,2024-01-24 11:00:00
7,2,137.17165775175596,353.7358958844817,506.4352114967957,1303.2449046648062,3,0,1,0,2024-01-14 10:00:00
10,21,6909.76308486076,5220.565025877032,3774.078774358676,6137.530771008831,7,1,1,1,2024-01-08 07:00:00
5,3,415.160795316906,141.92322599902883,1202.4883415884688,1097.839986845685,2,0,1,0,2024-01-19 03:00:00
10,23,6909.76308486076,5220.565025877032,4848.215588112607,6922.040583091019,14,1,1,1,2024-01-21 12:00:00
5,4,343.3945650639165,254.048047961,1260.4243116824719,1146.837228926381,3,0,1,0,2024-02-06 05:00:00
7,4,302.73537272819306,446.3280660889421,1012.9221647747657,1124.9797483760353,4,0,1,0,2024-01-11 07:00:00
9,1,163.72160824759212,290.3870924046623,1204.083271321339,1138.3505774204318,4,1,1,0,2024-01-07 10:00:00
12,16,1933.678906132935,1455.5016952192202,7113.239635969447,6910.009127969706,14,1,1,1,2024-02-05 20:00:00
5,2,147.05961138942345,353.76965811463344,875.8050158460862,1359.6795850803328,2,0,1,0,2024-01-06 05:00:00
1,4,190.94292003843952,408.3122473055519,1208.1218349006253,1459.4721829554119,3,0,1,0,2024-01-26 16:00:00
10,10,1522.5728202618095,5220.565025877032,4646.526564322997,6240.733715244889,9,1,1,1,2024-01-12 19:00:00
10,23,1522.5728202618095,5220.565025877032,5117.70288620754,6741.0355919756375,5,1,1,1,2024-01-01 09:00:00
